PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REGION	CHR_ID	CHR_POS	STRONGEST SNP-RISK ALLELE	SNPS	SNP_ID_CURRENT	CONTEXT	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	1q22	1	155260340	rs3180018-?	rs3180018	1142287.0	synonymous_variant		2e-07	6.7
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	6p21.1	6	42039665	rs67289879-?	rs67289879	67289879.0	intron_variant		2e-07	6.7
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	20p12.3	20	6113242	rs4256018-?	rs4256018	4256018.0	intron_variant		2e-07	6.7
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	4p14	4	38586832	rs11734570-?	rs11734570	11734570.0	regulatory_region_variant		4e-07	6.4
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	19q13.32	19	46346549	rs4802307-?	rs4802307	4802307.0	regulatory_region_variant		4e-07	6.4
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	13q14.11	13	42478744	rs2062305-?	rs2062305	2062305.0	intron_variant		4e-07	6.4
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	21q22.2	21	39093608	rs2836878-?	rs2836878	2836878.0	intergenic_variant		4e-07	6.4
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	20q13.32	20	59249254	rs259964-?	rs259964	259964.0	intron_variant		4e-07	6.4
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	5p15.2	5	10695414	rs2930047-?	rs2930047	2930047.0	intron_variant		4e-07	6.4
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	3q12.3	3	101304904	rs503734-?	rs503734	503734.0	intron_variant		4e-07	6.4
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	2q22.3	2	144734815	rs11681525-?	rs11681525	11681525.0	intron_variant		5e-07	6.3
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	7q36.1	7	148738247	rs243505-?	rs243505	243505.0	intron_variant		6e-07	6.22
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	10q21.1	10	58153390	rs1819658-?	rs1819658	1819658.0	regulatory_region_variant		6e-07	6.22
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	1q21.3	1	151829204	rs4845604-?	rs4845604	4845604.0	intron_variant		6e-07	6.22
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	1q23.3	1	160887174	rs4656958-?	rs4656958	4656958.0	regulatory_region_variant		6e-07	6.22
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	12q24.12	12	111569952	rs653178-?	rs653178	653178.0	intron_variant		7e-07	6.15
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	1q32.2	1	209797265	rs59043219-?	rs59043219	59043219.0	intron_variant		7e-07	6.15
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	22q12.2	22	30097893	rs5763767-?	rs5763767	5763767.0	intron_variant		8e-07	6.1
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	2q32.1	2	186711652	rs144344067-?	rs144344067	144344067.0	intron_variant		8e-07	6.1
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	11q12.2	11	61796827	rs4246215-?	rs4246215	4246215.0	3_prime_UTR_variant		9e-07	6.05
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	4q27	4	122430276	rs1479918-?	rs1479918	1479918.0	intergenic_variant		9e-07	6.05
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	17q23.1	17	59886176	rs1292053-?	rs1292053	1292053.0	missense_variant		1e-06	6.0
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	15q14	15	38606989	rs16967103-?	rs16967103	16967103.0	intergenic_variant		1e-06	6.0
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	1p36.23	1	7962137	rs3766606-?	rs3766606	3766606.0	intron_variant		3e-06	5.52
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	18q21.1	18	48868651	rs7240004-?	rs7240004	7240004.0	intergenic_variant		3e-06	5.52
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	10q26.13	10	124750812	rs111456533-?	rs111456533	111456533.0	intron_variant		3e-06	5.52
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	1p31.3	1	62583922	rs1748195-?	rs1748195	1748195.0	intron_variant		4e-06	5.4
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	17q22	17	56803632	rs3853824-?	rs3853824	3853824.0	intron_variant		4e-06	5.4
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	1p13.2	1	113623135	rs2636006-?	rs2636006	2636006.0	intron_variant		4e-06	5.4
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	11q13.1	11	64382898	rs559928-?	rs559928	559928.0	intergenic_variant		5e-06	5.3
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	5q11.2	5	56143024	rs10065637-?	rs10065637	10065637.0	intron_variant		5e-06	5.3
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	2q37.3	2	241545286	rs76527535-?	rs76527535	76527535.0	intron_variant		5e-06	5.3
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	5q13.2	5	73244023	rs34804116-?	rs34804116	34804116.0	intron_variant		6e-06	5.22
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	3p13	3	71126344	rs2593855-?	rs2593855	2593855.0	intron_variant		7e-06	5.15
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	11q23.3	11	118883644	rs630923-?	rs630923	630923.0	regulatory_region_variant		7e-06	5.15
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	6q22.33	6	127956006	rs9491891-?	rs9491891	9491891.0	intergenic_variant		7e-06	5.15
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	1q31.3	1	198629533	rs7555082-?	rs7555082	7555082.0	intergenic_variant		9e-06	5.05
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Ulcerative colitis	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls	6p21.32	6	32644620	rs6927022-?	rs6927022	6927022.0	non_coding_transcript_exon_variant		5e-65	64.3
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Ulcerative colitis	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls	1p36.13	1	19845367	rs6426833-?	rs6426833	6426833.0	TF_binding_site_variant		2.9999999999999996e-42	41.52
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Ulcerative colitis	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls	1p31.3	1	67242007	rs11581607-?	rs11581607	11581607.0	intron_variant		4e-41	40.4
